date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
15/10/2011,Maize - Retail,KG,cereals and tubers,35.375,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/11/2011,Maize - Retail,KG,cereals and tubers,38.41,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/12/2011,Maize - Retail,KG,cereals and tubers,44.8867,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/01/2012,Maize - Retail,KG,cereals and tubers,61.74,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/02/2012,Maize - Retail,KG,cereals and tubers,47.7867,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/03/2012,Maize - Retail,KG,cereals and tubers,42.0067,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/04/2012,Maize - Retail,KG,cereals and tubers,36.5375,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/05/2012,Maize - Retail,KG,cereals and tubers,35.725,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/06/2012,Maize - Retail,KG,cereals and tubers,38.03,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/07/2012,Maize - Retail,KG,cereals and tubers,53.4833,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/08/2012,Maize - Retail,KG,cereals and tubers,59.2,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/09/2012,Maize - Retail,KG,cereals and tubers,62.095,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/10/2012,Maize - Retail,KG,cereals and tubers,63.89,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/11/2012,Maize - Retail,KG,cereals and tubers,66.12,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/12/2012,Maize - Retail,KG,cereals and tubers,68.5,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/01/2013,Maize - Retail,KG,cereals and tubers,92.05,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/02/2013,Maize - Retail,KG,cereals and tubers,117.22,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/03/2013,Maize - Retail,KG,cereals and tubers,120.43,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/04/2013,Maize - Retail,KG,cereals and tubers,101.83,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/05/2013,Maize - Retail,KG,cereals and tubers,98.42,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/06/2013,Maize - Retail,KG,cereals and tubers,93.05,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/07/2013,Maize - Retail,KG,cereals and tubers,91.26,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/08/2013,Maize - Retail,KG,cereals and tubers,135.53,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/09/2013,Maize - Retail,KG,cereals and tubers,148.64,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/10/2013,Maize - Retail,KG,cereals and tubers,146.84,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/11/2013,Maize - Retail,KG,cereals and tubers,149.21,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/12/2013,Maize - Retail,KG,cereals and tubers,138,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/01/2014,Maize - Retail,KG,cereals and tubers,168.11,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/02/2014,Maize - Retail,KG,cereals and tubers,150.4733,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/03/2014,Maize - Retail,KG,cereals and tubers,120.0667,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/04/2014,Maize - Retail,KG,cereals and tubers,87.2675,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/05/2014,Maize - Retail,KG,cereals and tubers,74.26,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/06/2014,Maize - Retail,KG,cereals and tubers,77.4475,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/08/2014,Maize - Retail,KG,cereals and tubers,88.4125,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/04/2019,Maize - Retail,KG,cereals and tubers,170,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/05/2019,Maize - Retail,KG,cereals and tubers,166.6667,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/06/2019,Maize - Retail,KG,cereals and tubers,160,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/07/2019,Maize - Retail,KG,cereals and tubers,190,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/08/2019,Maize - Retail,KG,cereals and tubers,242.6,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/09/2019,Maize - Retail,KG,cereals and tubers,240,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/10/2019,Maize - Retail,KG,cereals and tubers,240,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/11/2019,Maize - Retail,KG,cereals and tubers,264.6,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/12/2019,Maize - Retail,KG,cereals and tubers,298.5,MWK,Malawi,Southern Region,1890,Liwonde,782,51,15,5,1,782_51_15_5,
15/06/2012,Rice - Retail,KG,cereals and tubers,233.54,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/07/2012,Rice - Retail,KG,cereals and tubers,171.9433,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/08/2012,Rice - Retail,KG,cereals and tubers,248.31,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/09/2012,Rice - Retail,KG,cereals and tubers,254.7675,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/10/2012,Rice - Retail,KG,cereals and tubers,261.81,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/11/2012,Rice - Retail,KG,cereals and tubers,294.47,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/12/2012,Rice - Retail,KG,cereals and tubers,301.34,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/01/2013,Rice - Retail,KG,cereals and tubers,317.38,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/02/2013,Rice - Retail,KG,cereals and tubers,320,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/03/2013,Rice - Retail,KG,cereals and tubers,349.7,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/04/2013,Rice - Retail,KG,cereals and tubers,366.15,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/05/2013,Rice - Retail,KG,cereals and tubers,316.67,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/06/2013,Rice - Retail,KG,cereals and tubers,357.88,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/07/2013,Rice - Retail,KG,cereals and tubers,337.51,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/08/2013,Rice - Retail,KG,cereals and tubers,337.51,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/09/2013,Rice - Retail,KG,cereals and tubers,239.29,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/10/2013,Rice - Retail,KG,cereals and tubers,241.01,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/11/2013,Rice - Retail,KG,cereals and tubers,240.16,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/12/2013,Rice - Retail,KG,cereals and tubers,246.34,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/01/2014,Rice - Retail,KG,cereals and tubers,393.19,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/04/2014,Rice - Retail,KG,cereals and tubers,444.165,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/12/2015,Rice - Retail,KG,cereals and tubers,483.33,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/01/2016,Rice - Retail,KG,cereals and tubers,500,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/02/2016,Rice - Retail,KG,cereals and tubers,500,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/03/2016,Rice - Retail,KG,cereals and tubers,655.5533,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/04/2016,Rice - Retail,KG,cereals and tubers,700,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/05/2016,Rice - Retail,KG,cereals and tubers,733.3333,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/11/2016,Rice - Retail,KG,cereals and tubers,801.5225,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/03/2017,Rice - Retail,KG,cereals and tubers,794.73,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/04/2017,Rice - Retail,KG,cereals and tubers,735.6525,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/11/2017,Rice - Retail,KG,cereals and tubers,521.5275,MWK,Malawi,Southern Region,1890,Liwonde,782,52,15,5,1,782_52_15_5,
15/06/2012,Cassava - Retail,KG,cereals and tubers,40.25,MWK,Malawi,Southern Region,1890,Liwonde,782,68,15,5,1,782_68_15_5,
15/07/2012,Cassava - Retail,KG,cereals and tubers,43.5267,MWK,Malawi,Southern Region,1890,Liwonde,782,68,15,5,1,782_68_15_5,
15/08/2012,Cassava - Retail,KG,cereals and tubers,48.7,MWK,Malawi,Southern Region,1890,Liwonde,782,68,15,5,1,782_68_15_5,
15/09/2012,Cassava - Retail,KG,cereals and tubers,54.56,MWK,Malawi,Southern Region,1890,Liwonde,782,68,15,5,1,782_68_15_5,
15/10/2012,Cassava - Retail,KG,cereals and tubers,59.8,MWK,Malawi,Southern Region,1890,Liwonde,782,68,15,5,1,782_68_15_5,
15/11/2012,Cassava - Retail,KG,cereals and tubers,58.62,MWK,Malawi,Southern Region,1890,Liwonde,782,68,15,5,1,782_68_15_5,
15/12/2012,Cassava - Retail,KG,cereals and tubers,61.45,MWK,Malawi,Southern Region,1890,Liwonde,782,68,15,5,1,782_68_15_5,
15/01/2013,Cassava - Retail,KG,cereals and tubers,72.86,MWK,Malawi,Southern Region,1890,Liwonde,782,68,15,5,1,782_68_15_5,
15/02/2013,Cassava - Retail,KG,cereals and tubers,110.33,MWK,Malawi,Southern Region,1890,Liwonde,782,68,15,5,1,782_68_15_5,
15/03/2013,Cassava - Retail,KG,cereals and tubers,85.25,MWK,Malawi,Southern Region,1890,Liwonde,782,68,15,5,1,782_68_15_5,
15/04/2013,Cassava - Retail,KG,cereals and tubers,74.45,MWK,Malawi,Southern Region,1890,Liwonde,782,68,15,5,1,782_68_15_5,
15/05/2013,Cassava - Retail,KG,cereals and tubers,55.88,MWK,Malawi,Southern Region,1890,Liwonde,782,68,15,5,1,782_68_15_5,
15/06/2013,Cassava - Retail,KG,cereals and tubers,84.36,MWK,Malawi,Southern Region,1890,Liwonde,782,68,15,5,1,782_68_15_5,
15/07/2013,Cassava - Retail,KG,cereals and tubers,86.13,MWK,Malawi,Southern Region,1890,Liwonde,782,68,15,5,1,782_68_15_5,
15/08/2013,Cassava - Retail,KG,cereals and tubers,86.13,MWK,Malawi,Southern Region,1890,Liwonde,782,68,15,5,1,782_68_15_5,
15/09/2013,Cassava - Retail,KG,cereals and tubers,93.47,MWK,Malawi,Southern Region,1890,Liwonde,782,68,15,5,1,782_68_15_5,
15/10/2013,Cassava - Retail,KG,cereals and tubers,92.16,MWK,Malawi,Southern Region,1890,Liwonde,782,68,15,5,1,782_68_15_5,
15/11/2013,Cassava - Retail,KG,cereals and tubers,90.55,MWK,Malawi,Southern Region,1890,Liwonde,782,68,15,5,1,782_68_15_5,
15/12/2013,Cassava - Retail,KG,cereals and tubers,96.5,MWK,Malawi,Southern Region,1890,Liwonde,782,68,15,5,1,782_68_15_5,
15/01/2014,Cassava - Retail,KG,cereals and tubers,96.79,MWK,Malawi,Southern Region,1890,Liwonde,782,68,15,5,1,782_68_15_5,
15/04/2014,Cassava - Retail,KG,cereals and tubers,127.6275,MWK,Malawi,Southern Region,1890,Liwonde,782,68,15,5,1,782_68_15_5,
15/06/2012,Groundnuts (shelled) - Retail,KG,pulses and nuts,497.71,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/07/2012,Groundnuts (shelled) - Retail,KG,pulses and nuts,413.9033,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/08/2012,Groundnuts (shelled) - Retail,KG,pulses and nuts,520.16,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/09/2012,Groundnuts (shelled) - Retail,KG,pulses and nuts,523.58,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/10/2012,Groundnuts (shelled) - Retail,KG,pulses and nuts,531.22,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/11/2012,Groundnuts (shelled) - Retail,KG,pulses and nuts,538.65,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/12/2012,Groundnuts (shelled) - Retail,KG,pulses and nuts,539.64,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/01/2013,Groundnuts (shelled) - Retail,KG,pulses and nuts,657.66,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/02/2013,Groundnuts (shelled) - Retail,KG,pulses and nuts,300,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/03/2013,Groundnuts (shelled) - Retail,KG,pulses and nuts,681.41,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/04/2013,Groundnuts (shelled) - Retail,KG,pulses and nuts,656.9,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/05/2013,Groundnuts (shelled) - Retail,KG,pulses and nuts,216.67,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/06/2013,Groundnuts (shelled) - Retail,KG,pulses and nuts,648.81,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/07/2013,Groundnuts (shelled) - Retail,KG,pulses and nuts,647.4,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/08/2013,Groundnuts (shelled) - Retail,KG,pulses and nuts,647.4,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/09/2013,Groundnuts (shelled) - Retail,KG,pulses and nuts,671.56,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/10/2013,Groundnuts (shelled) - Retail,KG,pulses and nuts,678.35,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/11/2013,Groundnuts (shelled) - Retail,KG,pulses and nuts,368.4,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/12/2013,Groundnuts (shelled) - Retail,KG,pulses and nuts,680.7,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/01/2014,Groundnuts (shelled) - Retail,KG,pulses and nuts,699.95,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/10/2015,Groundnuts (shelled) - Retail,KG,pulses and nuts,603.335,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/11/2015,Groundnuts (shelled) - Retail,KG,pulses and nuts,605.635,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/12/2015,Groundnuts (shelled) - Retail,KG,pulses and nuts,734.56,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/03/2016,Groundnuts (shelled) - Retail,KG,pulses and nuts,734.75,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/04/2016,Groundnuts (shelled) - Retail,KG,pulses and nuts,839.5,MWK,Malawi,Southern Region,1890,Liwonde,782,119,15,5,5,782_119_15_5,
15/05/2019,Pigeon peas - Retail,KG,pulses and nuts,312.5,MWK,Malawi,Southern Region,1890,Liwonde,782,155,15,5,5,782_155_15_5,
15/06/2019,Pigeon peas - Retail,KG,pulses and nuts,500,MWK,Malawi,Southern Region,1890,Liwonde,782,155,15,5,5,782_155_15_5,
15/07/2019,Pigeon peas - Retail,KG,pulses and nuts,400,MWK,Malawi,Southern Region,1890,Liwonde,782,155,15,5,5,782_155_15_5,
15/05/2019,Cowpeas - Retail,KG,pulses and nuts,275,MWK,Malawi,Southern Region,1890,Liwonde,782,218,15,5,5,782_218_15_5,
15/06/2019,Cowpeas - Retail,KG,pulses and nuts,425,MWK,Malawi,Southern Region,1890,Liwonde,782,218,15,5,5,782_218_15_5,
15/07/2019,Cowpeas - Retail,KG,pulses and nuts,400,MWK,Malawi,Southern Region,1890,Liwonde,782,218,15,5,5,782_218_15_5,
15/06/2012,Beans - Retail,KG,pulses and nuts,295.46,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/07/2012,Beans - Retail,KG,pulses and nuts,282.21,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/10/2012,Beans - Retail,KG,pulses and nuts,307.19,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/11/2012,Beans - Retail,KG,pulses and nuts,300.28,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/12/2012,Beans - Retail,KG,pulses and nuts,308.13,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/01/2013,Beans - Retail,KG,pulses and nuts,338.15,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/02/2013,Beans - Retail,KG,pulses and nuts,316.67,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/03/2013,Beans - Retail,KG,pulses and nuts,347.26,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/06/2013,Beans - Retail,KG,pulses and nuts,293.83,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/07/2013,Beans - Retail,KG,pulses and nuts,278.75,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/08/2013,Beans - Retail,KG,pulses and nuts,278.75,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/09/2013,Beans - Retail,KG,pulses and nuts,348.56,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/10/2013,Beans - Retail,KG,pulses and nuts,345.34,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/11/2013,Beans - Retail,KG,pulses and nuts,355.43,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/12/2013,Beans - Retail,KG,pulses and nuts,382.33,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/01/2014,Beans - Retail,KG,pulses and nuts,414.45,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/04/2014,Beans - Retail,KG,pulses and nuts,440.5725,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/09/2014,Beans - Retail,KG,pulses and nuts,434.26,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/10/2014,Beans - Retail,KG,pulses and nuts,432.52,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/06/2015,Beans - Retail,KG,pulses and nuts,523.705,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/07/2015,Beans - Retail,KG,pulses and nuts,527.42,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/08/2015,Beans - Retail,KG,pulses and nuts,526.7,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/12/2015,Beans - Retail,KG,pulses and nuts,587.31,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/01/2016,Beans - Retail,KG,pulses and nuts,645.6367,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/03/2016,Beans - Retail,KG,pulses and nuts,630.914,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/05/2016,Beans - Retail,KG,pulses and nuts,696.095,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/10/2016,Beans - Retail,KG,pulses and nuts,820.05,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/05/2017,Beans - Retail,KG,pulses and nuts,998.26,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/05/2019,Beans - Retail,KG,pulses and nuts,762.5,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/06/2019,Beans - Retail,KG,pulses and nuts,831.25,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/07/2019,Beans - Retail,KG,pulses and nuts,800,MWK,Malawi,Southern Region,1890,Luchenza,783,50,15,5,5,783_50_15_5,
15/01/2003,Maize - Retail,KG,cereals and tubers,17.5,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/02/2003,Maize - Retail,KG,cereals and tubers,16.835,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/04/2003,Maize - Retail,KG,cereals and tubers,10,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/05/2003,Maize - Retail,KG,cereals and tubers,8.505,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/06/2003,Maize - Retail,KG,cereals and tubers,10,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/07/2003,Maize - Retail,KG,cereals and tubers,9.708,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/08/2003,Maize - Retail,KG,cereals and tubers,10,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/09/2003,Maize - Retail,KG,cereals and tubers,10,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/10/2003,Maize - Retail,KG,cereals and tubers,13,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/11/2003,Maize - Retail,KG,cereals and tubers,13,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/12/2003,Maize - Retail,KG,cereals and tubers,13,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/01/2004,Maize - Retail,KG,cereals and tubers,15,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/02/2004,Maize - Retail,KG,cereals and tubers,16,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/03/2004,Maize - Retail,KG,cereals and tubers,16,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/04/2004,Maize - Retail,KG,cereals and tubers,14.4975,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/05/2004,Maize - Retail,KG,cereals and tubers,13.35,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/06/2004,Maize - Retail,KG,cereals and tubers,15.202,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/07/2004,Maize - Retail,KG,cereals and tubers,15.4175,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/08/2004,Maize - Retail,KG,cereals and tubers,16.595,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/09/2004,Maize - Retail,KG,cereals and tubers,16.8425,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/10/2004,Maize - Retail,KG,cereals and tubers,16.6075,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/11/2004,Maize - Retail,KG,cereals and tubers,15.8325,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/12/2004,Maize - Retail,KG,cereals and tubers,15.734,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/01/2005,Maize - Retail,KG,cereals and tubers,15.655,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/02/2005,Maize - Retail,KG,cereals and tubers,15.79,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/03/2005,Maize - Retail,KG,cereals and tubers,16.28,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/04/2005,Maize - Retail,KG,cereals and tubers,16.3525,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/05/2005,Maize - Retail,KG,cereals and tubers,16.6667,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/06/2005,Maize - Retail,KG,cereals and tubers,17.408,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/07/2005,Maize - Retail,KG,cereals and tubers,19.5,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
15/08/2005,Maize - Retail,KG,cereals and tubers,28.118,MWK,Malawi,Southern Region,1890,Luchenza,783,51,15,5,1,783_51_15_5,
